key;category;rareness;name;slug;desc;category_rn;name_rn;desc_rn
4218033139;BFH_ID_P_CAT_MEDIUMRANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_PSO;ptr-91-pso-1-4x;BFH_ID_P_ADESC_PSO;MEDIUM RANGE;PSO-1 [4X];Fixed-power 4x Russian-made medium range scope.
228046511;BFH_ID_P_CAT_MEDIUMRANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_PRISMATIC;m16a3-prisma-3-4x;BFH_ID_P_ADESC_PRISMATIC;MEDIUM RANGE;;
2936465545;BFH_ID_P_CAT_BARREL;RarenessLevel_Standard;BFH_ID_P_ANAME_FLSHIDER;g36c-flash-hider;BFH_ID_P_ADESC_FLSHIDER;MUZZLE;FLASH HIDER;Reduces or eliminates muzzle flash, making it easier to see the target and harder for enemies to observe the shot origin.
1381841579;BFH_ID_P_CAT_UNDERBARREL;RarenessLevel_Standard;BFH_ID_P_ANAME_STUBBFOR;akm-stubby-grip;BFH_ID_P_ADESC_STUBBFOR;GRIP;STUBBY GRIP;The reduced length of this foregrip makes for a lightweight and strong point of control.  Improves accuracy by reducing the rapid fire penalty and slightly increases maneuverability.
2147149525;BFH_ID_P_CAT_UNDERBARREL;RarenessLevel_Standard;BFH_ID_P_ANAME_VERTFOR;uzi-vertical-grip;BFH_ID_P_ADESC_VERTFOR;GRIP;VERTICAL GRIP;Vertical foregrip that provides greater stability when firing your weapon while moving.  Also makes the weapon slightly more stable in unaimed fire.
2328584385;BFH_ID_P_CAT_MEDIUMRANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_ACOG;akm-acog-4x;BFH_ID_P_ADESC_ACOG;MEDIUM RANGE;ACOG [4X];Fixed-power 4x Advanced Combat Optic Gunsight for use in bright to low light at medium range.
3560249879;BFH_ID_P_CAT_ACCESSORY;RarenessLevel_Standard;BFH_ID_P_ANAME_PISTLASER;hk45c-laser-sight;BFH_ID_P_ADESC_PISTLASER;ACCESSORY;;
1988890040;BFH_ID_P_CAT_CLOSERANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_PKAS;r700ltr-pka-s-1x;BFH_ID_P_ADESC_PKAS;CLOSE RANGE;PK-AS [1X];Russian unmagnified holographic sight with excellent light gathering capabilities and a clear field of view.
2465198342;BFH_ID_P_CAT_CLOSERANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_TRUBRITE;p90-hd-33-1x;BFH_ID_P_ADESC_TRUBRITE;CLOSE RANGE;;
2999189445;BFH_ID_P_CAT_LONGRANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_RIFLE;r700ltr-rifle-scope-8x;BFH_ID_P_ADESC_RIFLE;LONG RANGE;RIFLE SCOPE [8X];US-made 8x magnification rifle scope with ballistic drop compensator to aid in long range fire.
1300044763;BFH_ID_P_CAT_ACCESSORY;RarenessLevel_Standard;BFH_ID_P_ANAME_FLSHLIGHT;uzi-flash-light;BFH_ID_P_ADESC_FLSHLIGHT;ACCESSORY;FLASH LIGHT;Lights up dark corners. Especially blinding against IRNV and FLIR optics.  Be careful as it can give your position away.
464091230;BFH_ID_P_CAT_UNDERBARREL;RarenessLevel_Standard;BFH_ID_P_ANAME_ERGOFOR;m16a3-ergo-grip;BFH_ID_P_ADESC_ERGOFOR;GRIP;;
3037644686;BFH_ID_P_CAT_UNDERBARREL;RarenessLevel_Standard;BFH_ID_P_ANAME_POTATOFOR;m16a3-potato-grip;BFH_ID_P_ADESC_POTATOFOR;GRIP;;
2857786152;BFH_ID_P_CAT_CLOSERANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_TRUBRITE;uzi-hd-33-1x;BFH_ID_P_ADESC_TRUBRITE;CLOSE RANGE;;
1946734964;BFH_ID_P_CAT_MEDIUMRANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_COMPACT4X;g36c-jgm-4-4x;BFH_ID_P_ADESC_COMPACT4X;MEDIUM RANGE;;
4174196061;BFH_ID_P_CAT_CLOSERANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_KOBRA;ptr-91-kobra-rds;BFH_ID_P_ADESC_KOBRA;CLOSE RANGE;KOBRA [RDS];Russian reflex sight with a T bar reticle designed for CQB that keeps the point of aim clear.
2860935876;BFH_ID_P_CAT_CLOSERANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_NOOPTICSNIP;r700ltr-iron-sights;BFH_ID_P_ADESC_NOOPTICSNIP;CLOSE RANGE;IRON SIGHTS;Use weapon's built-in iron sights.
481282446;BFH_ID_P_CAT_ACCESSORY;RarenessLevel_Standard;BFH_ID_P_ANAME_FLSHLIGHT;870p-marine-magnum-flash-light;BFH_ID_P_ADESC_FLSHLIGHT;ACCESSORY;FLASH LIGHT;Lights up dark corners. Especially blinding against IRNV and FLIR optics.  Be careful as it can give your position away.
735039256;BFH_ID_P_CAT_ACCESSORY;RarenessLevel_Standard;BFH_ID_P_ANAME_LASER;ump-45-laser-sight;BFH_ID_P_ADESC_LASER;ACCESSORY;LASER SIGHT;Bright red laser sight improves unaimed fire, making shots more predictable.
540161026;BFH_ID_P_CAT_MEDIUMRANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_PSO;mg36-pso-1-4x;BFH_ID_P_ADESC_PSO;MEDIUM RANGE;PSO-1 [4X];Fixed-power 4x Russian-made medium range scope.
795932218;BFH_ID_P_CAT_BARREL;RarenessLevel_Standard;BFH_ID_P_ANAME_HEAVYBARREL;ptr-91-heavy-barrel;BFH_ID_P_ADESC_HEAVYBARREL;MUZZLE;HEAVY BARREL;Free floating heavy barrel improves aimed fire accuracy and slightly decreases recoil, but decreases maneuverability.
1749586096;BFH_ID_P_CAT_MEDIUMRANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_COMPACT4X;870p-marine-magnum-jgm-4-4x;BFH_ID_P_ADESC_COMPACT4X;MEDIUM RANGE;;
3600682066;BFH_ID_P_CAT_ACCESSORY;RarenessLevel_Standard;BFH_ID_P_ANAME_LASER;870p-marine-magnum-laser-sight;BFH_ID_P_ADESC_LASER;ACCESSORY;LASER SIGHT;Bright red laser sight improves unaimed fire, making shots more predictable.
430284800;BFH_ID_P_CAT_UNDERBARREL;RarenessLevel_Standard;BFH_ID_P_ANAME_FOLDFOR;uzi-folding-grip;BFH_ID_P_ADESC_FOLDFOR;GRIP;;
2703277287;BFH_ID_P_CAT_BARREL;RarenessLevel_Standard;BFH_ID_P_ANAME_SILENCER;r700ltr-suppressor;BFH_ID_P_ADESC_SILENCER;MUZZLE;SUPPRESSOR;Sound suppressor that decreases the audibility of muzzle reports and does not show your position on the minimap.  Also reduces bullet velocity and increases bullet drop.
3554062255;BFH_ID_P_CAT_MEDIUMRANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_PKA;g36c-pk-a-3-4x;BFH_ID_P_ADESC_PKA;MEDIUM RANGE;PO [3.5X];3.5x scope with a circle-and-dot reticle designed for medium to long range engagements.
3296515172;BFH_ID_P_CAT_MEDIUMRANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_PSO;870p-marine-magnum-pso-1-4x;BFH_ID_P_ADESC_PSO;MEDIUM RANGE;PSO-1 [4X];Fixed-power 4x Russian-made medium range scope.
60408338;BFH_ID_P_CAT_MEDIUMRANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_M145;ptr-91-m145-3-4x;BFH_ID_P_ADESC_M145;MEDIUM RANGE;M145 [3.4X];Fixed-power 3.4x Machine Gun Optic designed for medium to long range engagements.
1722577079;BFH_ID_P_CAT_BARREL;RarenessLevel_Standard;BFH_ID_P_ANAME_MUZZLEBR;ptr-91-muzzle-brake;BFH_ID_P_ADESC_MUZZLEBR;MUZZLE;MUZZLE BRAKE;Reduces felt recoil, making the weapon more controllable in rapid fire.
2947057979;BFH_ID_P_CAT_MEDIUMRANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_PKA;saiga-308-pk-a-3-4x;BFH_ID_P_ADESC_PKA;MEDIUM RANGE;PO [3.5X];3.5x scope with a circle-and-dot reticle designed for medium to long range engagements.
452597077;BFH_ID_P_CAT_CLOSERANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_TRUBRITE;m16a3-hd-33-1x;BFH_ID_P_ADESC_TRUBRITE;CLOSE RANGE;;
1286303775;BFH_ID_P_CAT_ACCESSORY;RarenessLevel_Standard;BFH_ID_P_ANAME_LASER;r700ltr-laser-sight;BFH_ID_P_ADESC_LASER;ACCESSORY;LASER SIGHT;Bright red laser sight improves unaimed fire, making shots more predictable.
2886661313;BFH_ID_P_CAT_ACCESSORY;RarenessLevel_Standard;BFH_ID_P_NAME_EXTENDEDMAG;ump-45-extended-magazine;BFH_ID_P_DESC_EXTENDEDMAG;ACCESSORY;EXTENDED MAGAZINE;Magazine with additional rounds for less frequent reloading.  Adds a slight penalty to maneuverability.
2573586960;BFH_ID_P_CAT_BARREL;RarenessLevel_Standard;BFH_ID_P_ANAME_MUZZLEBR;saiga-308-muzzle-brake;BFH_ID_P_ADESC_MUZZLEBR;MUZZLE;MUZZLE BRAKE;Reduces felt recoil, making the weapon more controllable in rapid fire.
622285525;BFH_ID_P_CAT_ACCESSORY;RarenessLevel_Standard;BFH_ID_P_ANAME_BOLTSNIP;r700ltr-straight-pull;BFH_ID_P_ADESC_BOLTSNIP;ACCESSORY;STRAIGHT PULL;Allows the shooter to stay in scope view when rechambering, allowing for better target following and shot observation.
2552142013;BFH_ID_P_CAT_MEDIUMRANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_PSO;g36c-pso-1-4x;BFH_ID_P_ADESC_PSO;MEDIUM RANGE;PSO-1 [4X];Fixed-power 4x Russian-made medium range scope.
1299156079;BFH_ID_P_CAT_ACCESSORY;RarenessLevel_Standard;BFH_ID_P_ANAME_TACLIGHT;uzi-tactical-light;BFH_ID_P_ADESC_TACLIGHT;ACCESSORY;TACTICAL LIGHT;Light automatically activated when you aim your weapon.  Especially blinding against IRNV and FLIR optics.  Can be toggled off for stealth.
802692947;BFH_ID_P_CAT_BARREL;RarenessLevel_Standard;BFH_ID_P_ANAME_COMPENSATOR;mg36-compensator;BFH_ID_P_ADESC_COMPENSATOR;MUZZLE;COMPENSATOR;Reduces vertical recoil by venting muzzle gasses upwards, improving control at a cost to accuracy.
275231733;BFH_ID_P_CAT_CLOSERANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_COYOTE;ump-45-coyote-rds;BFH_ID_P_ADESC_COYOTE;CLOSE RANGE;;
3368221654;BFH_ID_P_CAT_BARREL;RarenessLevel_Standard;BFH_ID_P_ANAME_FLSHIDER;p90-flash-hider;BFH_ID_P_ADESC_FLSHIDER;MUZZLE;FLASH HIDER;Reduces or eliminates muzzle flash, making it easier to see the target and harder for enemies to observe the shot origin.
1425240481;BFH_ID_P_CAT_MEDIUMRANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_ACOG;saiga-308-acog-4x;BFH_ID_P_ADESC_ACOG;MEDIUM RANGE;ACOG [4X];Fixed-power 4x Advanced Combat Optic Gunsight for use in bright to low light at medium range.
3763642693;BFH_ID_P_CAT_CLOSERANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_RX01;saiga-308-reflex-rds;BFH_ID_P_ADESC_RX01;CLOSE RANGE;REFLEX [RDS];Red dot sight with a bright aiming point and clear sight picture for rapid target acquisition and tracking.
2356063412;BFH_ID_P_CAT_CLOSERANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_KOBRA;870p-marine-magnum-kobra-rds;BFH_ID_P_ADESC_KOBRA;CLOSE RANGE;KOBRA [RDS];Russian reflex sight with a T bar reticle designed for CQB that keeps the point of aim clear.
4111202662;BFH_ID_P_CAT_CLOSERANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_KOBRA;mg36-kobra-rds;BFH_ID_P_ADESC_KOBRA;CLOSE RANGE;KOBRA [RDS];Russian reflex sight with a T bar reticle designed for CQB that keeps the point of aim clear.
2025276241;BFH_ID_P_CAT_BARREL;RarenessLevel_Standard;BFH_ID_P_ANAME_SILENCER;mg36-suppressor;BFH_ID_P_ADESC_SILENCER;MUZZLE;SUPPRESSOR;Sound suppressor that decreases the audibility of muzzle reports and does not show your position on the minimap.  Also reduces bullet velocity and increases bullet drop.
3100510638;BFH_ID_P_CAT_ACCESSORY;RarenessLevel_Standard;BFH_ID_P_ANAME_FLSHLIGHT;ptr-91-flash-light;BFH_ID_P_ADESC_FLSHLIGHT;ACCESSORY;FLASH LIGHT;Lights up dark corners. Especially blinding against IRNV and FLIR optics.  Be careful as it can give your position away.
1822625550;BFH_ID_P_CAT_ACCESSORY;RarenessLevel_Standard;BFH_ID_P_ANAME_LASER;mg36-laser-sight;BFH_ID_P_ADESC_LASER;ACCESSORY;LASER SIGHT;Bright red laser sight improves unaimed fire, making shots more predictable.
915223961;BFH_ID_P_CAT_CLOSERANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_EOTECH;uzi-holo-1x;BFH_ID_P_ADESC_EOTECH;CLOSE RANGE;HOLO [1X];A holographic open sight for up to mid-range engagements. The reticle features a .65 MOA ring with a 1 MOA dot.
397712508;BFH_ID_P_CAT_UNDERBARREL;RarenessLevel_Standard;BFH_ID_P_ANAME_ANGLFOR;akm-angled-grip;BFH_ID_P_ADESC_ANGLFOR;GRIP;ANGLED GRIP;Angled foregrip that positions the shooter's off hand high on the centerline of the bore.  Improves control by reducing first shot recoil.
4089581259;BFH_ID_P_CAT_UNDERBARREL;RarenessLevel_Standard;BFH_ID_P_ANAME_STUBBFOR;m16a3-stubby-grip;BFH_ID_P_ADESC_STUBBFOR;GRIP;STUBBY GRIP;The reduced length of this foregrip makes for a lightweight and strong point of control.  Improves accuracy by reducing the rapid fire penalty and slightly increases maneuverability.
4285619901;BFH_ID_P_CAT_MEDIUMRANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_ACOG;uzi-acog-4x;BFH_ID_P_ADESC_ACOG;MEDIUM RANGE;ACOG [4X];Fixed-power 4x Advanced Combat Optic Gunsight for use in bright to low light at medium range.
22352929;BFH_ID_P_CAT_CLOSERANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_PKAS;870p-marine-magnum-pka-s-1x;BFH_ID_P_ADESC_PKAS;CLOSE RANGE;PK-AS [1X];Russian unmagnified holographic sight with excellent light gathering capabilities and a clear field of view.
1202939780;BFH_ID_P_CAT_BARREL;RarenessLevel_Standard;BFH_ID_P_ANAME_FLSHIDER;m16a3-flash-hider;BFH_ID_P_ADESC_FLSHIDER;MUZZLE;FLASH HIDER;Reduces or eliminates muzzle flash, making it easier to see the target and harder for enemies to observe the shot origin.
2537297977;BFH_ID_P_CAT_CLOSERANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_PKAS;uzi-pka-s-1x;BFH_ID_P_ADESC_PKAS;CLOSE RANGE;PK-AS [1X];Russian unmagnified holographic sight with excellent light gathering capabilities and a clear field of view.
1683302497;BFH_ID_P_CAT_CLOSERANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_EOTECH;ump-45-holo-1x;BFH_ID_P_ADESC_EOTECH;CLOSE RANGE;HOLO [1X];A holographic open sight for up to mid-range engagements. The reticle features a .65 MOA ring with a 1 MOA dot.
3704770688;BFH_ID_P_CAT_MEDIUMRANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_PSO;r700ltr-pso-1-4x;BFH_ID_P_ADESC_PSO;MEDIUM RANGE;PSO-1 [4X];Fixed-power 4x Russian-made medium range scope.
2088009395;BFH_ID_P_CAT_MEDIUMRANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_PRISMATIC;r700ltr-prisma-3-4x;BFH_ID_P_ADESC_PRISMATIC;MEDIUM RANGE;;
642230853;BFH_ID_P_CAT_CLOSERANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_COYOTE;ptr-91-coyote-rds;BFH_ID_P_ADESC_COYOTE;CLOSE RANGE;;
1322996395;BFH_ID_P_CAT_ACCESSORY;RarenessLevel_Standard;BFH_ID_P_ANAME_VARZOOM;r700ltr-variable-zoom-14x;BFH_ID_P_ADESC_VARZOOM;ACCESSORY;;
2640030566;BFH_ID_P_CAT_MEDIUMRANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_PRISMATIC;g36c-prisma-3-4x;BFH_ID_P_ADESC_PRISMATIC;MEDIUM RANGE;;
849642255;BFH_ID_P_CAT_UNDERBARREL;RarenessLevel_Standard;BFH_ID_P_ANAME_ERGOFOR;uzi-ergo-grip;BFH_ID_P_ADESC_ERGOFOR;GRIP;;
2418146577;BFH_ID_P_CAT_MEDIUMRANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_M145;p90-m145-3-4x;BFH_ID_P_ADESC_M145;MEDIUM RANGE;M145 [3.4X];Fixed-power 3.4x Machine Gun Optic designed for medium to long range engagements.
2911254531;BFH_ID_P_CAT_CLOSERANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_RMR;92fs-mini-rds;BFH_ID_P_ADESC_RMR;CLOSE RANGE;MINI [RDS];The Ruggedized Miniature Reflex sight is designed to be mounted on pistols. Allows for fast target acquisition and easy tracking.
2084385998;BFH_ID_P_CAT_BARREL;RarenessLevel_Standard;BFH_ID_P_ANAME_MUZZLEBR;m16a3-muzzle-brake;BFH_ID_P_ADESC_MUZZLEBR;MUZZLE;MUZZLE BRAKE;Reduces felt recoil, making the weapon more controllable in rapid fire.
3944773072;BFH_ID_P_CAT_ACCESSORY;RarenessLevel_Standard;BFH_ID_P_ANAME_FLSHLIGHT;akm-flash-light;BFH_ID_P_ADESC_FLSHLIGHT;ACCESSORY;FLASH LIGHT;Lights up dark corners. Especially blinding against IRNV and FLIR optics.  Be careful as it can give your position away.
3267264198;BFH_ID_P_CAT_MEDIUMRANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_ACOG;mg36-acog-4x;BFH_ID_P_ADESC_ACOG;MEDIUM RANGE;ACOG [4X];Fixed-power 4x Advanced Combat Optic Gunsight for use in bright to low light at medium range.
954682146;BFH_ID_P_CAT_ACCESSORY;RarenessLevel_Standard;BFH_ID_P_NAME_EXTENDEDMAG;m16a3-extended-magazine;BFH_ID_P_DESC_EXTENDEDMAG;ACCESSORY;EXTENDED MAGAZINE;Magazine with additional rounds for less frequent reloading.  Adds a slight penalty to maneuverability.
1451687732;BFH_ID_P_CAT_BARREL;RarenessLevel_Standard;BFH_ID_P_ANAME_COMPENSATOR;saiga-308-compensator;BFH_ID_P_ADESC_COMPENSATOR;MUZZLE;COMPENSATOR;Reduces vertical recoil by venting muzzle gasses upwards, improving control at a cost to accuracy.
758002179;BFH_ID_P_CAT_UNDERBARREL;RarenessLevel_Standard;BFH_ID_P_ANAME_POTATOFOR;g36c-potato-grip;BFH_ID_P_ADESC_POTATOFOR;GRIP;;
1466451290;BFH_ID_P_CAT_ACCESSORY;RarenessLevel_Standard;BFH_ID_P_ANAME_VARZOOM;ptr-91-variable-zoom-14x;BFH_ID_P_ADESC_VARZOOM;ACCESSORY;;
3799082316;BFH_ID_P_CAT_CLOSERANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_KOBRA;ump-45-kobra-rds;BFH_ID_P_ADESC_KOBRA;CLOSE RANGE;KOBRA [RDS];Russian reflex sight with a T bar reticle designed for CQB that keeps the point of aim clear.
1628941139;BFH_ID_P_CAT_BARREL;RarenessLevel_Standard;BFH_ID_P_ANAME_HEAVYBARREL;m16a3-heavy-barrel;BFH_ID_P_ADESC_HEAVYBARREL;MUZZLE;HEAVY BARREL;Free floating heavy barrel improves aimed fire accuracy and slightly decreases recoil, but decreases maneuverability.
3619477068;BFH_ID_P_CAT_UNDERBARREL;RarenessLevel_Standard;BFH_ID_P_ANAME_STUBBFOR;ump-45-stubby-grip;BFH_ID_P_ADESC_STUBBFOR;GRIP;STUBBY GRIP;The reduced length of this foregrip makes for a lightweight and strong point of control.  Improves accuracy by reducing the rapid fire penalty and slightly increases maneuverability.
3531019238;BFH_ID_P_CAT_MEDIUMRANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_M145;akm-m145-3-4x;BFH_ID_P_ADESC_M145;MEDIUM RANGE;M145 [3.4X];Fixed-power 3.4x Machine Gun Optic designed for medium to long range engagements.
1905555131;BFH_ID_P_CAT_ACCESSORY;RarenessLevel_Standard;BFH_ID_P_ANAME_TACLIGHT;ptr-91-tactical-light;BFH_ID_P_ADESC_TACLIGHT;ACCESSORY;TACTICAL LIGHT;Light automatically activated when you aim your weapon.  Especially blinding against IRNV and FLIR optics.  Can be toggled off for stealth.
2661031242;BFH_ID_P_CAT_CLOSERANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_PKAS;p90-pka-s-1x;BFH_ID_P_ADESC_PKAS;CLOSE RANGE;PK-AS [1X];Russian unmagnified holographic sight with excellent light gathering capabilities and a clear field of view.
3789946408;BFH_ID_P_CAT_BARREL;RarenessLevel_Standard;BFH_ID_P_ANAME_MUZZLEBR;akm-muzzle-brake;BFH_ID_P_ADESC_MUZZLEBR;MUZZLE;MUZZLE BRAKE;Reduces felt recoil, making the weapon more controllable in rapid fire.
3147965759;BFH_ID_P_CAT_CLOSERANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_COYOTE;mg36-coyote-rds;BFH_ID_P_ADESC_COYOTE;CLOSE RANGE;;
1677943580;BFH_ID_P_CAT_BARREL;RarenessLevel_Standard;BFH_ID_P_ANAME_COMPENSATOR;uzi-compensator;BFH_ID_P_ADESC_COMPENSATOR;MUZZLE;COMPENSATOR;Reduces vertical recoil by venting muzzle gasses upwards, improving control at a cost to accuracy.
781652758;BFH_ID_P_CAT_CLOSERANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_PKAS;akm-pka-s-1x;BFH_ID_P_ADESC_PKAS;CLOSE RANGE;PK-AS [1X];Russian unmagnified holographic sight with excellent light gathering capabilities and a clear field of view.
97221415;BFH_ID_P_CAT_CLOSERANGE;RarenessLevel_Standard;BFH_ID_P_ANAME_RMR;hk45c-mini-rds;BFH_ID_P_ADESC_RMR;CLOSE RANGE;MINI [RDS];The Ruggedized Miniature Reflex sight is designed to be mounted on pistols. Allows for fast target acquisition and easy tracking.
